"","Number","Shannon","Simpson","Pielou"
"5857",194,0.0841458474916358,0.0210020876637883,0.0159734459339728
"5858",130,0.195842402582813,0.0546629376890402,0.040234415303313
"5859",351,1.77707515377188,0.505369910845215,0.30321446406912
"5863",213,3.29865834193729,0.895933627499075,0.615273005085483
"5865",369,3.33218863759069,0.892331459750325,0.563746113808588
"5866",202,2.32945792156688,0.692212855002076,0.438835803760863
"5868",625,2.43986604595299,0.696212110138741,0.378993502499104
"5871",303,2.20108930500147,0.653595538823331,0.385227902655704
"5874",162,1.32207195026895,0.643221193759763,0.259861801753689
"5875",373,3.10154704953839,0.862348634506492,0.52377032435297
"5876",310,2.41004164758814,0.769532634243768,0.420118761276168
"5877",348,0.653013167650244,0.213785497800499,0.111584171926227
"5878",306,2.96051282116228,0.829557725776118,0.517247978046559
"5880",302,3.54565527074269,0.919493692678532,0.620908954786477
"5882",266,2.26589209330754,0.627408587565567,0.40581957397263
"5884",329,2.41709183367454,0.775616777574894,0.417023421368664
"5886",169,1.06058093486038,0.343484330304521,0.206745004881892
"5887",208,3.3104202585764,0.883601706403076,0.620214827350074
"5888",340,3.36969536931521,0.913765042647115,0.578096896141011
"5890",255,1.70343171662024,0.515827385859712,0.307408536471539
"5891",184,1.401647324747,0.461092705352561,0.268775568846058
"5892",224,2.69916113555301,0.823248119353401,0.498768971527207
"5894",308,0.951288318436847,0.283085987216119,0.166016012716481
"5895",441,1.63006983093971,0.495165064636853,0.267705340374928
"5896",243,3.05153527065199,0.882761442058943,0.555525420956557
"5897",159,0.911319347586185,0.274039357096749,0.179786263703113
"5898",173,2.55285307544938,0.794060852480093,0.495383004946798
"5899",425,0.686307231324339,0.277954596693493,0.113400052802974
"5900",220,2.84209778200966,0.874039730515424,0.52693623309821
"5901",394,2.04116967423171,0.579105391447591,0.341541135252966
"5902",207,3.40920783568464,0.892210013663375,0.639300133356007
"5903",381,1.04724153468589,0.382492992320344,0.176220240425593
"5904",221,0.42850283064894,0.147067451353565,0.0793793841242432
"5905",236,1.72264682290657,0.510052372167901,0.315281817665413
"5906",251,3.31063966686995,0.854185077150126,0.599161680198864
"5907",297,1.94586087018548,0.555846672281545,0.341754902188754
"5908",290,2.48121853994771,0.784352501839353,0.437613871199854
"5909",246,1.2425535409793,0.395816377252527,0.225700038747779
"5910",240,2.1100707867596,0.658705059977759,0.385004525252125
"5911",224,0.932860762068953,0.272248150033803,0.172380224635937
"5912",185,1.70029310180214,0.527338469507495,0.325704445975506
"5913",233,0.997805019817713,0.294095211349092,0.183048611437517
"5915",284,3.47646755870963,0.923132253835683,0.615415721888874
"5916",288,2.46368445843089,0.758650452944553,0.435052384185408
"5917",361,3.29245654523914,0.896113963066036,0.559097432233291
"5918",278,1.93518645992611,0.61831128045765,0.343872911987317
"5919",353,3.25841897583671,0.897457350103969,0.555431128954284
"5920",225,2.73688768387554,0.850013932467824,0.505324399592296
"5922",252,3.19721654903934,0.886715470891723,0.578218202718336
"5924",279,2.49630728634489,0.740620247397011,0.443298420138175
"5926",361,2.51984744951673,0.804625963930972,0.427899417740708
"5927",165,0.449617120959141,0.166055979058935,0.088057564119592
"5929",233,2.12943840565421,0.791393928845901,0.390648208372348
"5931",271,1.82749866480012,0.710334107222973,0.326215620059474
"5933",276,2.81347402306779,0.823630383147079,0.500582447815988
"5934",295,2.53901375238945,0.725969988956293,0.446461184249544
"5935",265,2.35208252480017,0.736167727801002,0.421540576005297
"5936",393,3.26784484979146,0.883553620822249,0.547028623627146
"5937",219,2.40654085755378,0.790296326516906,0.446559440699023
"5938",229,1.28492520472347,0.392738146432043,0.236472385573459
"5939",337,2.41166497742535,0.778665841399812,0.414369521239682
"5940",307,2.47563547590553,0.737527731452364,0.432285890077757
"5941",217,1.90355261392604,0.621598356960671,0.353826939220937
"5943",269,2.82589545164136,0.83955397835724,0.505101203601762
"5944",405,3.72101399426054,0.941230090961245,0.619767486075286
"5945",259,2.38476802797894,0.683634719998711,0.429159945476082
"5946",394,3.68444567335622,0.920382713701979,0.616504239673076
"5948",224,2.01735633524664,0.624229123560865,0.372780539583722
"5950",194,3.04787003461007,0.871666164313501,0.578578606822628
"5951",218,2.16984127456741,0.7050973315827,0.402979527191444
"5953",500,1.92665035280208,0.61406534272217,0.310019605788374
"5954",303,3.13615716010112,0.904137053598291,0.548880612176533
"5955",373,1.35785553828316,0.408710970257422,0.229306350782878
"5956",287,1.64041796615121,0.609290898775087,0.289853011920991
"5959",199,2.63279275275145,0.839413978461283,0.497381662294214
"5960",270,3.50309778418997,0.923398997210479,0.625729501964286
"5962",347,2.09796302263674,0.6765225514212,0.358667555925285
"5963",246,3.3445355934336,0.904428833093533,0.607508480026023
"5964",333,3.6664768246601,0.926433427736201,0.631264957942249
"5965",245,0.806171652569494,0.232106389259403,0.146543140080979
"5969",229,1.17633434898428,0.406174375185412,0.216487768092447
"5970",246,2.45624610608099,0.764745794874071,0.446157709131501
"5971",307,2.58453917083702,0.802444769447066,0.45130223200467
"5972",183,2.03395891231268,0.727625137887124,0.390433692045288
"5973",311,2.86746909924891,0.799456082212133,0.499577100275594
"5974",350,2.79947268415894,0.841197062562518,0.47789426924688
"5976",277,1.12365042636514,0.509183752391308,0.199794973100446
"5977",380,3.09213557149278,0.847178969519563,0.520546536444832
"5981",313,2.68702451516926,0.780580838186396,0.467617385962413
"5983",290,2.50589125408355,0.797090014981149,0.441965411288791
"5985",209,2.21024157359535,0.791009758160038,0.41372206779882
"5986",131,2.05593575218527,0.754362228551211,0.421713341201808
"5987",299,3.19725992695003,0.865135103448826,0.560879146646523
"5988",373,2.20166790737508,0.65908956030922,0.371804230451703
"5989",201,2.40089644893932,0.7358560655452,0.452717030335338
"5990",527,2.91809795032354,0.835251579405699,0.465614260740818
"5991",246,2.67573433259441,0.817350164478083,0.486026012262903
"5993",204,0.261874168335288,0.0730024076478287,0.0492418690511705
"5994",353,3.37067689595666,0.908201156248103,0.574566649514612
"5995",527,2.42717196202744,0.685157706218063,0.387281680748566
"6000",266,2.98099726108501,0.888179451206285,0.53389437302869
"6001",223,0.932726765297549,0.256885986765527,0.172498083049742
"6002",276,3.64846175356131,0.936551334561347,0.649146180269078
"6004",325,3.74022448258433,0.929511044035156,0.64666969776527
"6005",267,2.89779962695303,0.875419011203047,0.518645187304539
"6006",247,3.75598057138842,0.937604517293883,0.681741845354701
"6007",300,1.03246859284401,0.299616429031563,0.181014720921005
"6008",281,2.90963676433927,0.772692148321472,0.516043586290234
"6009",300,2.818256035687,0.818519828362288,0.494103000633254
"6011",237,2.6776823325448,0.793229492833702,0.489695113702413
"6013",441,0.92035674150144,0.242864240926518,0.151149607258215
"6014",292,1.36405077082916,0.532075802945338,0.24028711096897
"6016",224,1.52450137711106,0.518155590733741,0.281707517916565
"6017",423,2.48549116017048,0.792676653796896,0.411003504759065
"6019",297,3.0781143136676,0.883429754686085,0.540614528156374
"6020",205,0.898164510810153,0.295833390441519,0.16873244918386
"6022",236,0.375627537804624,0.101118658008614,0.068748005284336
"6024",181,0.554995277850467,0.171994598317695,0.106760718436984
"6025",450,2.10730404226865,0.746749395082463,0.344936755913093
"6027",325,2.5414914240129,0.784880486259617,0.439413596347527
"6029",514,0.575460610380454,0.183131141246467,0.0921884056222544
"6030",336,0.971699690377792,0.336684608669975,0.167041623179836
"6039",367,1.06703357913076,0.334848399279291,0.180688941098889
"6040",346,0.455096828072945,0.117021783190101,0.0778417162280899
"6041",194,0.112568442055459,0.0298050719832359,0.0213689204713657
"6044",226,0.240917568971144,0.0716673251691655,0.0444453488453608
"6045",264,0.277241445846531,0.0692117611304361,0.0497209426983639
"6046",218,3.37280604551771,0.924455387973989,0.626392262633192
"6048",203,2.70930107742099,0.850981599824648,0.509918322027786
"6049",207,1.00111801607571,0.364980457681394,0.187731259585638
"6050",263,2.70472516652899,0.854220889023178,0.485400287018252
"6051",258,1.78231909156709,0.57892088051069,0.320967416439831
"6052",206,2.03814439562687,0.736080094516641,0.382543499709361
"6053",209,2.69083104830444,0.863672302675421,0.503680773496117
"6055",220,0.194529547910381,0.0504728231826698,0.0360665519149425
"6056",251,0.184799272747484,0.0464171717553837,0.0334450903452128
"6057",164,1.33620376003469,0.505441267540881,0.262007599403887
"6058",455,2.50204322177479,0.810175502039767,0.408810724463723
"6060",451,3.31284393153544,0.898909925520932,0.542070135943003
"6061",285,2.01096511660073,0.655103635566855,0.355766292064826
"6062",282,1.98975026139763,0.531171019228584,0.352673348989915
"6064",231,2.77863081334256,0.872378731772673,0.510550817878358
"6065",482,1.29596382128738,0.390994111290669,0.209772668279719
"6066",284,3.23555472966259,0.89888987218315,0.572768540490954
"6068",324,1.13810962221906,0.373771393059007,0.196879453155096
"6070",302,3.17860649722381,0.884478715607289,0.556632015005604
"6071",242,1.94821982791925,0.745300161396471,0.354935677013662
"6073",125,0.475613662871285,0.218656478119343,0.0985051280319291
"6078",346,1.83511863779955,0.493418439017384,0.313886574101929
"6081",212,0.888180427124637,0.345778767433248,0.165810906719508
"6082",194,1.10697110130708,0.344894046407282,0.210136846490928
"6084",172,0.362617292930194,0.0997971390295165,0.0704453971856755
"6086",321,0.367896873386663,0.107114567977292,0.0637443691337775
"6087",186,0.486899684459045,0.174179722337176,0.0931732276476912
"6089",184,0.300545048438501,0.0850764849252769,0.0576315917219082
"6090",243,2.87081534863581,0.882964145285406,0.522625748546142
"6093",131,0.482799517899784,0.146566515335416,0.0990317900779384
"6096",273,3.24681312354029,0.913180543413137,0.578809064754953
"6101",265,2.22504435116779,0.792126330606141,0.398772775843947
"6103",372,2.52644471129155,0.78189183099237,0.426844064700972
"6107",292,0.734297908531364,0.220053752158013,0.129351727080001
"6110",207,2.26316211991662,0.777438424656259,0.424391798565254
"6114",362,3.45342350960214,0.90365715139486,0.586156153603164
"6115",243,0.602563372930013,0.166504244538938,0.109695363713895
"6117",305,2.95251430175278,0.881929059133674,0.516145695734061
"6119",250,0.595995053584057,0.192179997921621,0.107941550696479
"6125",285,2.04425378552713,0.632431175896238,0.361655497309588
"6127",239,0.795091752138123,0.228627238387291,0.145183428064211
"6128",222,2.27121606300395,0.824766399276951,0.420387134464962
"6129",321,0.286995373973586,0.0836844158972745,0.0497268130871861
"6131",199,0.499942671395671,0.217276659131476,0.0944481166209226
"6134",220,1.24594763159074,0.504073422526492,0.231003646596503
"6135",279,2.08100465938244,0.645595406163188,0.369548285521835
"6136",249,2.06218460492657,0.694401217250936,0.373756630754005
"6137",235,0.510994338329583,0.144918041999094,0.0935958118076453
"6140",206,1.67896116110119,0.558989516652555,0.315127662113557
"6141",237,0.761140519365151,0.229107969996245,0.139197539844019
"6143",306,1.43774364598115,0.446048594868476,0.251196342916386
"6144",327,0.838304876696889,0.321817344386165,0.144785948772249
"6146",233,2.66429621609514,0.882501005394865,0.488768560117629
"6147",266,2.03663883685282,0.629008147736807,0.36476048773411
"6148",256,1.96765285813428,0.596944521072875,0.354840377577666
"6149",221,2.21291571252685,0.724416383819211,0.409938683749689
"6150",194,3.4283008763706,0.929195072606149,0.650795973022208
"6158",458,3.12337507070351,0.894546445032906,0.50978321502307
"6162",255,2.47859036218441,0.831994665474126,0.447296964308805
"6166",315,3.54797983000667,0.908186622545541,0.616764020685358
"6167",234,3.02315970577373,0.891556082942435,0.554167141007153
"6168",326,3.04436016571842,0.792105758465493,0.526078132216581
"6170",230,3.45733112909545,0.935117368671145,0.635763278299823
"6175",195,1.70600891729273,0.660316630547096,0.323536707778031
"6179",134,0.92773943141142,0.341543480932158,0.18941808415635
"6182",461,3.53913961249293,0.928356450028257,0.577027544549152
"6184",257,3.39929096500933,0.908949813452811,0.612586836619941
"6185",305,2.20302458631391,0.759403948945852,0.385123166769151
"6186",228,3.62540589226816,0.944103837144429,0.667742696824097
"6187",292,2.88633119135037,0.756105693310163,0.508447484581253
"6188",543,3.98455834181892,0.954600596033986,0.632759912426091
"6191",328,3.9347499548222,0.938206252176801,0.679223323267788
"6192",306,0.246205261477348,0.0628702592862989,0.0430159169631923
"6193",251,0.356216461469468,0.0951291908846378,0.064468282581272
"6197",305,3.60949092378737,0.93608213779602,0.63099548848858
"6203",386,2.54870223665638,0.694679845647607,0.427933484168558
"6204",278,0.664870986204614,0.215212044716282,0.118144234086254
"6206",321,2.05876590379757,0.735837849095222,0.356716088733318
"6207",536,4.24785248975723,0.969056966053932,0.675964640613816
"6210",227,0.166749346414307,0.0448826387523455,0.0307374899081047
"6211",372,3.50423256896929,0.918523584054851,0.59204179957365
"6219",465,1.09656629243335,0.292934265029213,0.178534616450855
"6220",249,2.60411311135084,0.830481333325576,0.471977407005943
"6222",281,1.56818941205403,0.560389732074879,0.278128905331763
"6225",210,3.06409393591205,0.905990996996108,0.573037650413758
"6226",305,2.10429612752297,0.750828620166583,0.367863887441984
"6227",136,0.718074954895795,0.229645054284619,0.146168410278673
"6228",205,2.19778540909774,0.803566849607872,0.412883954324932
"6229",249,1.26612118058073,0.343208478006874,0.229475666460513
"6230",244,0.718230327654803,0.198688909783324,0.130654602191385
"6231",336,3.53786541144761,0.931312314519629,0.608182534966375
"6232",179,0.152057300377441,0.0376613944142083,0.0293128959496769
"6233",205,2.37837761061324,0.832641098645201,0.44681066162461
"6235",204,2.18922863180672,0.811692050359089,0.411654613724544
"6239",346,0.824877622323512,0.2558327174865,0.141090611577535
"6240",322,1.42822693229555,0.486671953268341,0.247331229279191
"6241",358,2.93649536445239,0.792247203130786,0.499358709702559
"6245",276,2.3337297308844,0.840882888255731,0.415224783185749
"6247",270,3.37654388116844,0.903019446096993,0.603124220699602
"6249",243,0.622339520042963,0.207740983956596,0.113295568684645
"6251",460,3.97693909607529,0.944878733581651,0.648636794432062
"6253",229,1.72483098719409,0.61567584478749,0.317430848701105
"6254",408,1.8127342747255,0.629765432777143,0.30155609826229
"6256",282,2.74192127774596,0.736811989467454,0.485991924941444
"6259",326,3.04443570653244,0.863079097756513,0.526091185984264
"6262",201,3.29473444439942,0.931904031616755,0.621260610415334
"6263",251,3.1501620871108,0.903689141223669,0.570118345376006
"6265",199,2.67117694994542,0.815082010850502,0.504633123992524
"6267",324,3.66502486852305,0.941893004814834,0.634005791557889
"6269",592,3.66151267245762,0.939889705765781,0.573589545979089
"6272",359,3.22750304309992,0.870634467301885,0.548585107186218
"6273",188,1.43285066942463,0.476327007636539,0.273630583437282
"6275",296,2.87716963862569,0.769008194344862,0.505621773408242
"6277",198,2.01312660831893,0.726219054968823,0.380677941683768
"6281",383,3.47614950746238,0.899955637878655,0.584419814911214
"6283",156,1.22411475304394,0.350304729866407,0.242405872818276
"6291",232,1.26350384777664,0.351651885338791,0.23197443929449
"6292",554,4.07528147438987,0.960970516601096,0.645112431996488
"6293",242,2.68365556030213,0.85214644542926,0.488920751917732
"6294",166,0.256739397384198,0.0693997244331831,0.0502230067859253
"6295",567,3.49957284195775,0.915866543308359,0.551951817604439
"6297",234,0.87101301580184,0.330457258694761,0.159663014767322
"6299",458,3.96752103404668,0.955650490942322,0.647560918116827
"6301",291,3.51221236777387,0.941210728698845,0.619074958780717
"6303",374,2.7441328652677,0.858895166315955,0.463202967445344
"6311",286,3.06122156336627,0.902978277451354,0.541235147743706
"6319",461,2.70428421910594,0.80869204479178,0.440911253459866
"6322",217,1.01942421767132,0.309745664374918,0.18948767061521
"6325",161,0.686158245009151,0.235158163949176,0.135033190772498
"6328",559,3.01147897140442,0.827384537816534,0.476036645068786
"6330",310,1.87910924121515,0.521496776527132,0.327566557827726
"6332",234,3.49758766478334,0.885687219286064,0.641133233190802
"6340",186,3.39780857630218,0.888045490412718,0.650205375127347
"6341",251,2.99081240203106,0.890168255078597,0.541279137652199
"6345",335,2.76358863772459,0.871796459302738,0.475322771409657
"6347",277,2.30861511284513,0.786350174808862,0.410492163352138
"6349",239,2.41404425351756,0.81019205703676,0.440803491272419
"6350",336,3.20233158912331,0.875675706581668,0.550502044926294
"6351",230,2.50046013952879,0.849767338946835,0.459805750796215
"6352",325,3.62455321704397,0.930867229122249,0.626670603412669
"6353",329,1.87753378171708,0.678348200317717,0.323932897574935
"6355",175,2.6168417324347,0.865475489241606,0.506669927010891
"6357",242,2.34383652696594,0.722250945537309,0.427010952555855
"6358",341,3.26821362863801,0.879046447637672,0.560404576287062
"6363",417,2.97101744272414,0.889339729577958,0.492454000075324
"6365",437,3.77286861697418,0.944723860274686,0.620544419800135
"6375",574,1.38757834658829,0.443241332423067,0.218425829687498
"6380",150,3.37866810229471,0.91284893408946,0.674299346088031
"6385",274,0.482155826667648,0.1378224262256,0.0858978839479766
"6389",394,2.98713860596322,0.876879822850667,0.499826508064622
"6397",436,2.2930590017368,0.752743506206111,0.377294172628566
"6403",298,3.82617378659583,0.933067358023664,0.671601018248833
"6405",352,3.15599164837025,0.851313440952533,0.538231610048075
"6407",300,3.12439561562903,0.838691067515913,0.547776081838983
"6408",518,2.16049808232656,0.64525785886817,0.345681062497376
"6409",254,2.29800373563529,0.776320751086942,0.415001808599972
"6412",146,3.31184190321007,0.881375455402536,0.664547215421028
"6421",356,3.1331787749159,0.882296348081283,0.533313313544636
"6425",337,1.49648501254465,0.391149645122443,0.257124345211701
"6434",214,0.389408865674055,0.105784576042459,0.0725699974401525
"6435",240,3.83060260947857,0.931111705817657,0.698933584762184
"6437",223,0.806710471672603,0.21193446260471,0.14919268441416
"6438",212,2.07476297444832,0.702185356786727,0.387329330297281
"6458",171,0.170050686610048,0.04186436452717,0.0330730870935701
"6460",181,0.172734244004178,0.0441930501742439,0.0332277277384762
"6462",144,0.37072715556973,0.12854684391206,0.0745957912747665
"6463",272,2.74929713649315,0.725518983108826,0.490437782850534
"6464",306,2.96896124812669,0.890308511053212,0.5187240506154
"6465",161,1.34125127658726,0.375388008873508,0.263952872129152
"6466",382,1.40335752133162,0.405905396604057,0.2360400741539
"6468",188,2.89352010581937,0.8155905989483,0.55257369915652
"6469",241,1.0878534112904,0.342374119862594,0.198339778934726
"6471",262,1.53344478602242,0.482983478755359,0.275386119696198
"6474",369,3.00409900233715,0.871320594316026,0.508239275219524
"6475",221,2.99999045067093,0.816744673825326,0.555742873371981
"6477",173,2.06939223982349,0.622098678419411,0.401567076474578
"6479",291,3.24737902207502,0.880087464957502,0.572394497748062
"6484",233,2.81922443361055,0.753126232916001,0.517190340450892
"6486",184,3.51375582424646,0.909447705384459,0.673786981770508
"6490",185,0.103026812661086,0.0260525666429682,0.0197355920004821
"6497",267,3.07336890409637,0.844252439277942,0.550068395376616
"6499",290,1.3427965179713,0.394683482128017,0.236829756429069
"6505",393,1.48314427573723,0.429196304982348,0.248274446642959
"6506",315,0.136245616990758,0.0346405492106396,0.0236842931927883
"6510",186,3.03967259094528,0.885886469583461,0.581672396451129
"6512",325,0.6201976566295,0.163137265081322,0.10722966844231
"6524",129,2.57086174158608,0.799304152263411,0.529004316972963
"6526",181,0.498516005482344,0.127009714186418,0.0958961797004155
"6540",723,0.29348146177491,0.0701927230651581,0.0445789486679781
"6542",498,0.84287260509865,0.219042709718205,0.135715163534157
"6544",235,0.289100202682789,0.077181227752429,0.0529527748826017
"6546",445,2.15708178884762,0.710326617068308,0.353731635437105
"6549",144,2.44147002175704,0.726325498479859,0.491259907482909
"6552",368,0.304126632651889,0.0711811894438088,0.0514763648098254
"6553",191,0.319575626571829,0.0828209652894862,0.0608451998834117
"6556",370,2.38246512710042,0.75431497881897,0.402885586568375
"6558",169,0.556992618217154,0.158871815077023,0.108577702830046
"6564",245,0.935382220048961,0.362846251092824,0.170030597410613
"6566",306,0.125680770015994,0.0339464863550465,0.0219583998101334
"6567",171,3.50128835822319,0.902929283256966,0.680964112051849
"6568",578,3.55301874691468,0.922326695162896,0.558688179473322
"6569",137,1.27507677599639,0.371818675357259,0.259162951080298
"6570",206,1.78793329845252,0.659301874711771,0.335580865960463
"6572",436,3.45878498612458,0.913626549311868,0.569099800158465
"6573",175,0.295189709590451,0.072402026014061,0.0571542966312321
"6574",279,1.15722213507924,0.31513167523019,0.205501440882578
"6575",180,0.137075290142457,0.0333877617552134,0.0263963853500841
"6576",385,0.327991248866075,0.116657967708281,0.0550945477025951
"6577",198,1.69828200579795,0.606348811023198,0.321141499841189
"6578",318,0.383448082065003,0.0913700834247124,0.0665471472904482
"6581",145,0.88716608860646,0.290525258443876,0.178262718988652
"6582",469,3.09753467378998,0.866922211784552,0.503614814743182
"6584",416,1.47641464091412,0.416092870852226,0.244817060947093
"6590",392,2.28986520217693,0.708087056825454,0.383480956557297
"6592",271,3.76984863515775,0.936394629578614,0.67293264489627
"6596",384,3.03838242232385,0.839559748707234,0.510597367506567
"6598",204,3.41027224856723,0.917558675023853,0.641255227884038
"6600",166,2.82907098127751,0.815022035965632,0.553418963112787
"6603",221,1.8300767610076,0.544079241678285,0.339018451684136
"6607",223,0.167180477599243,0.0417397840968508,0.0309182849491941
"6609",304,0.477771046511054,0.119913373877111,0.0835698323437433
"6612",174,2.93576066766884,0.817105843231206,0.5690500483908
"6613",192,3.45989996529742,0.882835304055156,0.658089017767972
"6614",147,1.44292090508803,0.613642373860269,0.289137440491791
"6620",183,0.41121003965722,0.12137982165323,0.0789348560669333
"6634",216,0.0973060800455764,0.0266030875872261,0.0181025191004942
"6638",268,0.194547483912953,0.0520496093170572,0.0347966261755052
"6647",183,0.678420477856168,0.193119131405708,0.130227906928236
"6651",155,1.21576260529976,0.361094069023161,0.241058918714035
"6653",260,0.445926066786606,0.112262426702442,0.0801926987330811
"6655",484,0.74374312944361,0.187098019287255,0.120306197774081
"6659",475,2.966571339202,0.771944760180899,0.481327245731472
"6661",268,1.21671560928532,0.325506213871804,0.217620898336297
"6663",242,2.85639648713891,0.839088264783224,0.520391490966858
"6665",282,2.70932183862903,0.799208030715873,0.480213836308108
"6669",263,0.230298546627021,0.0619142827399858,0.0413302549242369
"6671",247,0.162755620472018,0.0395302941188164,0.0295415045241906
"6675",135,0.214956317877787,0.0515022930602542,0.0438214631365089
"6679",326,0.692997119326285,0.188550063514123,0.119752792153819
"6680",235,2.46179887400777,0.668387885221103,0.450913144895337
"6682",276,1.81115222192063,0.504818700736843,0.322246093329061
"6683",343,0.433147862539411,0.109529735835343,0.0741979895200014
"6685",212,0.308955933877195,0.0907409635889834,0.0576777667780796
"6690",270,3.62639102812821,0.925654651686327,0.647752358555162
"6692",360,3.90473101545027,0.938947683510309,0.663381244128005
"6693",312,0.972307555087505,0.37216769342245,0.169302980216239
"6694",268,0.510345507430831,0.129316672485127,0.0912800386067435
"6695",216,0.985747574476669,0.257808772870533,0.183385398804182
"6696",229,3.22697156440599,0.878475699037268,0.593878664071367
"6697",348,0.28288893314807,0.0664366622953237,0.0483388833735246
"6698",184,1.6800672764971,0.490252600959141,0.322164520252383
"6699",389,2.90706169104554,0.751115022659886,0.487469273659678
"6701",235,0.161808414209951,0.0396257336002871,0.0296374905733693
"6702",311,2.11232671354665,0.61172327256111,0.368014446839104
"6704",172,3.27297814326292,0.908446126740712,0.635839078216758
"6705",288,0.499307204952546,0.142460363917441,0.08817070271
"6710",366,3.87243632135179,0.934846948061069,0.656052324890103
"6711",462,2.88950862112034,0.763803482342662,0.470944187277743
